model,threshold,accuracy,precision,recall,f1,f2,tn,fp,fn,tp,is_selected
linear_svm,0.43,0.5160708278540628,0.505914097730465,0.8478072348860257,0.6336867447567017,0.7468623813161628,3188,13367,2457,13687,False
linear_svm,0.44,0.5163154836539344,0.5061139278258276,0.8409316154608524,0.631912120647924,0.7426695842450766,3307,13248,2568,13576,False
linear_svm,0.45,0.5164683935288541,0.5062638726910199,0.8335604558969276,0.6299356348741955,0.7381221409217065,3431,13124,2687,13457,False
linear_svm,0.46,0.5168659592036454,0.5065659632609686,0.8267467789890981,0.6282123693871787,0.7339646298007126,3554,13001,2797,13347,False
linear_svm,0.47,0.5174775987033242,0.5070114942528736,0.819685332011893,0.6265031720481015,0.729685914685253,3688,12867,2911,13233,False
linear_svm,0.48,0.5186702957276981,0.5078309292702734,0.8134291377601586,0.625288669856915,0.7260463316193951,3828,12727,3012,13132,False
linear_svm,0.49,0.5190372794275054,0.5081391263614007,0.8063057482656095,0.6234046119585259,0.7216191943942435,3955,12600,3127,13017,False
linear_svm,0.5,0.5194654270772806,0.5084993098008282,0.7986248761149654,0.6213643702257886,0.7168273454092582,4093,12462,3251,12893,False
linear_svm,0.51,0.5197406648521361,0.5087607518317936,0.7913776015857285,0.6193523366298236,0.7122469003657123,4219,12336,3368,12776,False
linear_svm,0.52,0.5201688125019114,0.5091502741051274,0.7823959365708623,0.6168685290095722,0.7065582207106417,4378,12177,3513,12631,False
linear_svm,0.53,0.5209639438514939,0.5097903238965489,0.774095639246779,0.6147375670224802,0.7013694017285891,4538,12017,3647,12497,False
linear_svm,0.54,0.5212085996513655,0.510079312623926,0.7648662041625371,0.6120142743854085,0.6953955667687872,4695,11860,3796,12348,False
linear_svm,0.55,0.5210862717514297,0.5101145197692887,0.7560084241823588,0.6091839281257799,0.68953243994486,4834,11721,3939,12205,False
linear_svm,0.56,0.520872197926542,0.5101012240057601,0.7460356788899901,0.6059112061375928,0.6828670892535181,4988,11567,4100,12044,False
linear_svm,0.57,0.5209639438514939,0.5102986611740473,0.7366204162537165,0.6029203001419591,0.6766044606281293,5143,11412,4252,11892,False
linear_svm,0.58,0.5226153705006269,0.5115996176905031,0.7294350842418236,0.6013993156631429,0.672192159280316,5313,11242,4368,11776,False
linear_svm,0.59,0.5241750512248081,0.512897394064994,0.7205153617443013,0.5992324137753393,0.6665520600538651,5508,11047,4512,11632,False
linear_svm,0.6,0.5245726168995993,0.5133685057676831,0.7112239841427156,0.5963126460659569,0.6603252743208116,5671,10884,4662,11482,False
linear_svm,0.61,0.5252760023242301,0.5140912185159973,0.7016848364717542,0.5934152282668482,0.6539585041161053,5848,10707,4816,11328,False
linear_svm,0.62,0.5252454203492462,0.5142909828508205,0.6910307234886026,0.5897029284279522,0.6465896972226086,6019,10536,4988,11156,False
